Combination,Count
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-Battery Electric Vehicle (BEV)-33-102000,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-Battery Electric Vehicle (BEV)-33,101
FISKER-Battery Electric Vehicle (BEV)-33-102000,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000,101
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-Battery Electric Vehicle (BEV),101
FISKER-Battery Electric Vehicle (BEV)-33,101
FISKER-Battery Electric Vehicle (BEV)-33-102000,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA,101
FISKER-Battery Electric Vehicle (BEV)-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-33-102000,101
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-Plug-in Hybrid Electric Vehicle (PHEV),11
FISKER-Plug-in Hybrid Electric Vehicle (PHEV)-33,11
FISKER-Plug-in Hybrid Electric Vehicle (PHEV)-33-102000,11
FISKER-Plug-in Hybrid Electric Vehicle (PHEV)-33-102000-2012,11
FISKER-Plug-in Hybrid Electric Vehicle (PHEV)-33-102000-2012-WA,10
FISKER-Plug-in Hybrid Electric Vehicle (PHEV)-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-33-102000-2012-WA,10
FISKER-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-33-102000-2012,11
FISKER-33-102000-2012-WA,10
FISKER-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-102000-2012-WA,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-33-102000,11
FISKER-33-102000-2012,11
FISKER-33-102000-2012-WA,10
FISKER-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-102000-2012-WA,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-102000-2012,11
FISKER-102000-2012-WA,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-2012-WA,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-33,112
FISKER-33-102000,112
FISKER-33-102000-2012,11
FISKER-33-102000-2012-WA,10
FISKER-33-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-33-102000-2023,101
FISKER-33-102000-2023-WA,101
FISKER-33-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2023-WA,111
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000-2012,11
FISKER-102000-2012-WA,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-102000-2023,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA,111
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-102000,112
FISKER-102000-2012,11
FISKER-102000-2012-WA,10
FISKER-102000-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-102000-2023,101
FISKER-102000-2023-WA,101
FISKER-102000-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2023-WA,111
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-2012,11
FISKER-2012-WA,10
FISKER-2012-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-WA-Clean Alternative Fuel Vehicle Eligible,11
FISKER-2023,101
FISKER-2023-WA,101
FISKER-2023-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-WA,111
FISKER-WA-Clean Alternative Fuel Vehicle Eligible,10
FISKER-WA-Eligibility unknown as battery range has not been researched,101
FISKER-Clean Alternative Fuel Vehicle Eligible,11
FISKER-Eligibility unknown as battery range has not been researched,101
FORD,9527
FORD-C-MAX,1505
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV),1505
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19,1235
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900,1235
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013,361
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA,361
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA,269
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA-Not eligible due to low battery range,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015,277
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA,276
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA-Not eligible due to low battery range,277
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016,327
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA,326
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,327
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA,1232
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,1232
FORD-19-59900-2016-WA-Not eligible due to low battery range,1235
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA,269
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA,276
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016,327
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA,326
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,327
FORD-19-59900-2016-WA,1232
FORD-19-59900-2016-WA-Not eligible due to low battery range,1232
FORD-59900-2016-WA-Not eligible due to low battery range,1235
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-20,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA,270
FORD-C-MAX-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900,1505
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA,269
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA,276
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016,327
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA,326
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,327
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-19-59900-2016-WA,1502
FORD-19-59900-2016-WA-Not eligible due to low battery range,1502
FORD-59900-2016-WA-Not eligible due to low battery range,1505
FORD-19-59900-2013,361
FORD-19-59900-2013-WA,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2014,270
FORD-19-59900-2014-WA,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-59900-2014-WA-Not eligible due to low battery range,270
FORD-19-59900-2015,277
FORD-19-59900-2015-WA,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-59900-2015-WA-Not eligible due to low battery range,277
FORD-19-59900-2016,327
FORD-19-59900-2016-WA,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-59900-2016-WA-Not eligible due to low battery range,327
FORD-20-59900-2017,270
FORD-20-59900-2017-WA,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2016-WA,1502
FORD-59900-2016-WA-Not eligible due to low battery range,1502
FORD-2016-WA-Not eligible due to low battery range,1505
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19,1235
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900,1235
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA,269
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA,276
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,277
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016,327
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA,326
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,327
FORD-19-59900-2016-WA,1232
FORD-19-59900-2016-WA-Not eligible due to low battery range,1232
FORD-59900-2016-WA-Not eligible due to low battery range,1235
FORD-19-59900-2013,361
FORD-19-59900-2013-WA,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2014,270
FORD-19-59900-2014-WA,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-59900-2014-WA-Not eligible due to low battery range,270
FORD-19-59900-2015,277
FORD-19-59900-2015-WA,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-59900-2015-WA-Not eligible due to low battery range,277
FORD-19-59900-2016,327
FORD-19-59900-2016-WA,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-59900-2016-WA-Not eligible due to low battery range,327
FORD-59900-2013-WA,1232
FORD-59900-2013-WA-Not eligible due to low battery range,1232
FORD-2016-WA-Not eligible due to low battery range,1235
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA,270
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017-WA,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-20-59900-2017,270
FORD-20-59900-2017-WA,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-2017-WA-Not eligible due to low battery range,270
FORD-19-59900,1505
FORD-19-59900-2013,361
FORD-19-59900-2013-WA,361
FORD-19-59900-2013-WA-Not eligible due to low battery range,361
FORD-59900-2013-WA-Not eligible due to low battery range,361
FORD-19-59900-2014,270
FORD-19-59900-2014-WA,269
FORD-19-59900-2014-WA-Not eligible due to low battery range,269
FORD-59900-2014-WA-Not eligible due to low battery range,270
FORD-19-59900-2015,277
FORD-19-59900-2015-WA,276
FORD-19-59900-2015-WA-Not eligible due to low battery range,276
FORD-59900-2015-WA-Not eligible due to low battery range,277
FORD-19-59900-2016,327
FORD-19-59900-2016-WA,326
FORD-19-59900-2016-WA-Not eligible due to low battery range,326
FORD-59900-2016-WA-Not eligible due to low battery range,327
FORD-20-59900-2017,270
FORD-20-59900-2017-WA,270
FORD-20-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-59900-2016-WA,1502
FORD-59900-2016-WA-Not eligible due to low battery range,1502
FORD-2016-WA-Not eligible due to low battery range,1505
FORD-59900-2013,361
FORD-59900-2013-WA,361
FORD-59900-2013-WA-Not eligible due to low battery range,361
FORD-2013-WA-Not eligible due to low battery range,361
FORD-59900-2014,270
FORD-59900-2014-WA,269
FORD-59900-2014-WA-Not eligible due to low battery range,269
FORD-2014-WA-Not eligible due to low battery range,270
FORD-59900-2015,277
FORD-59900-2015-WA,276
FORD-59900-2015-WA-Not eligible due to low battery range,276
FORD-2015-WA-Not eligible due to low battery range,277
FORD-59900-2016,327
FORD-59900-2016-WA,326
FORD-59900-2016-WA-Not eligible due to low battery range,326
FORD-2016-WA-Not eligible due to low battery range,327
FORD-59900-2017,270
FORD-59900-2017-WA,270
FORD-59900-2017-WA-Not eligible due to low battery range,270
FORD-2017-WA-Not eligible due to low battery range,270
FORD-2016-WA,1502
FORD-2016-WA-Not eligible due to low battery range,1502
FORD-WA-Not eligible due to low battery range,1505
FORD-ESCAPE,402
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV),402
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-37,114
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900,114
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023,107
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA,107
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA,114
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,114
FORD-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,114
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-37-59900-2023-WA,114
FORD-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,114
FORD-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,114
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38,288
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900,288
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021,60
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA,60
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022,228
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA,228
FORD-ESCAPE-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA,288
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,288
FORD-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,288
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-38-59900-2022-WA,288
FORD-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,288
FORD-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,288
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900,402
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA,107
FORD-Plug-in Hybrid Electric Vehicle (PHEV)-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,107
FORD-37-59900-2023-WA,402
FORD-37-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,402
FORD-59900-2023-WA-Clean Alternative Fuel Vehicle Eligible,402
FORD-38-59900-2021,60
FORD-38-59900-2021-WA,60
FORD-38-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-59900-2021-WA-Clean Alternative Fuel Vehicle Eligible,60
FORD-38-59900-2022,228
FORD-38-59900-2022-WA,228
FORD-38-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-59900-2022-WA-Clean Alternative Fuel Vehicle Eligible,228
FORD-37-59900-2023,107
FORD-37-59900-2023-WA,107
